Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
πορνείας,sexual immorality,N-GFS,G4202,Revelation 18,77075
αὐτῆς,of her,PPro-GF3S,G846,Revelation 18,77076
πέπωκαν,have drunk,V-RIA-3P,G4095,Revelation 18,77077
πάντα,all,Adj-NNP,G3956,Revelation 18,77078
τὰ,the,Art-NNP,G3588,Revelation 18,77079
ἔθνη,nations,N-NNP,G1484,Revelation 18,77080
οἱ,the,Art-NMP,G3588,Revelation 18,77081
βασιλεῖς,kings,N-NMP,G935,Revelation 18,77082
γῆς,earth,N-GFS,G1093,Revelation 18,77083
μετ,with,Prep,G3326,Revelation 18,77084
ἐπόρνευσαν,have committed sexual immorality,V-AIA-3P,G4203,Revelation 18,77085
ἔμποροι,merchants,N-NMP,G1713,Revelation 18,77086
δυνάμεως,power,N-GFS,G1411,Revelation 18,77087
τοῦ,of the,Art-GNS,G3588,Revelation 18,77088
στρήνους,sensuality,N-GNS,G4764,Revelation 18,77089
ἐπλούτησαν,have been enriched,V-AIA-3P,G4147,Revelation 18,77090
Καὶ,And,Conj,G2532,Revelation 18,77091
ἤκουσα,I heard,V-AIA-1S,G191,Revelation 18,77092
ἄλλην,another,Adj-AFS,G243,Revelation 18,77093
φωνὴν,voice,N-AFS,G5456,Revelation 18,77094
λέγουσαν,saying,V-PPA-AFS,G3004,Revelation 18,77095
Ἐξέλθατε,Come,V-AMA-2P,G1831,Revelation 18,77096
ὁ,the,Art-VMS,G3588,Revelation 18,77097
λαός,people,N-VMS,G2992,Revelation 18,77098
μου,of me,PPro-G1S,G1473,Revelation 18,77099
ἐξ,out of,Prep,G1537,Revelation 18,77100
ἵνα,so that,Conj,G2443,Revelation 18,77101
μὴ,not,Adv,G3361,Revelation 18,77102
συνκοινωνήσητε,you may have fellowship,V-ASA-2P,G4790,Revelation 18,77103
ταῖς,in the,Art-DFP,G3588,Revelation 18,77104
ἁμαρτίαις,sins,N-DFP,G266,Revelation 18,77105
τῶν,the,Art-GFP,G3588,Revelation 18,77106
πληγῶν,plagues,N-GFP,G4127,Revelation 18,77107
λάβητε,you may receive,V-ASA-2P,G2983,Revelation 18,77108
ἐκολλήθησαν,have been heaped,V-AIP-3P,G2853,Revelation 18,77109
αἱ,-,Art-NFP,G3588,Revelation 18,77110
ἁμαρτίαι,sins,N-NFP,G266,Revelation 18,77111
ἄχρι,as high as,Prep,G891,Revelation 18,77112
ἐμνημόνευσεν,has remembered,V-AIA-3S,G3421,Revelation 18,77113
ὁ,-,Art-NMS,G3588,Revelation 18,77114
Θεὸς,God,N-NMS,G2316,Revelation 18,77115
τὰ,the,Art-ANP,G3588,Revelation 18,77116
ἀδικήματα,iniquities,N-ANP,G92,Revelation 18,77117
ἀπόδοτε,Give back,V-AMA-2P,G591,Revelation 18,77118
αὐτῇ,to her,PPro-DF3S,G846,Revelation 18,77119
ὡς,as,Adv,G5613,Revelation 18,77120
αὐτὴ,she,PPro-NF3S,G846,Revelation 18,77121
ἀπέδωκεν,has rendered,V-AIA-3S,G591,Revelation 18,77122
διπλώσατε,pay back double,V-AMA-2P,G1363,Revelation 18,77123
διπλᾶ,twofold,Adj-ANP,G1362,Revelation 18,77124
κατὰ,according to,Prep,G2596,Revelation 18,77125
ἔργα,works,N-ANP,G2041,Revelation 18,77126
τῷ,the,Art-DNS,G3588,Revelation 18,77127
ποτηρίῳ,cup,N-DNS,G4221,Revelation 18,77128
ᾧ,which,RelPro-DNS,G3739,Revelation 18,77129
ἐκέρασεν,she has mixed,V-AIA-3S,G2767,Revelation 18,77130
κεράσατε,mix,V-AMA-2P,G2767,Revelation 18,77131
διπλοῦν,double,Adj-ANS,G1362,Revelation 18,77132
ὅσα,So much as,RelPro-ANP,G3745,Revelation 18,77133
ἐδόξασεν,she has glorified,V-AIA-3S,G1392,Revelation 18,77134
αὑτὴν,herself,PPro-AF3S,G848,Revelation 18,77135
ἐστρηνίασεν,lived in luxury,V-AIA-3S,G4763,Revelation 18,77136
τοσοῦτον,as much,DPro-AMS,G5118,Revelation 18,77137
δότε,give,V-AMA-2P,G1325,Revelation 18,77138
βασανισμὸν,torment,N-AMS,G929,Revelation 18,77139
πένθος,misery,N-ANS,G3997,Revelation 18,77140
τῇ,the,Art-DFS,G3588,Revelation 18,77141
καρδίᾳ,heart,N-DFS,G2588,Revelation 18,77142
λέγει,she says,V-PIA-3S,G3004,Revelation 18,77143
Κάθημαι,I sit,V-PIM/P-1S,G2521,Revelation 18,77144
βασίλισσα,as a queen,N-NFS,G938,Revelation 18,77145
χήρα,a widow,N-NFS,G5503,Revelation 18,77146
οὐκ,never,Adv,G3756,Revelation 18,77147
εἰμί,I am,V-PIA-1S,G1510,Revelation 18,77148
οὐ,never,Adv,G3756,Revelation 18,77149
ἴδω,shall I see,V-ASA-1S,G3708,Revelation 18,77150
διὰ,Because of,Prep,G1223,Revelation 18,77151
τοῦτο,this,DPro-ANS,G3778,Revelation 18,77152
μιᾷ,one,Adj-DFS,G1520,Revelation 18,77153
ἡμέρᾳ,day,N-DFS,G2250,Revelation 18,77154
ἥξουσιν,will come,V-FIA-3P,G2240,Revelation 18,77155
πληγαὶ,plagues,N-NFP,G4127,Revelation 18,77156
θάνατος,death,N-NMS,G2288,Revelation 18,77157
πένθος,misery,N-NNS,G3997,Revelation 18,77158
λιμός,famine,N-NMS,G3042,Revelation 18,77159
πυρὶ,fire,N-DNS,G4442,Revelation 18,77160
κατακαυθήσεται,she will be burned up,V-FIP-3S,G2618,Revelation 18,77161
ἰσχυρὸς,mighty is the,Adj-NMS,G2478,Revelation 18,77162
Κύριος,Lord,N-NMS,G2962,Revelation 18,77163
κρίνας,having judged,V-APA-NMS,G2919,Revelation 18,77164
αὐτήν,her,PPro-AF3S,G846,Revelation 18,77165
κλαύσουσιν,will weep,V-FIA-3P,G2799,Revelation 18,77166
κόψονται,will wail,V-FIM-3P,G2875,Revelation 18,77167
ἐπ,for,Prep,G1909,Revelation 18,77168
αὐτὴν,her,PPro-AF3S,G846,Revelation 18,77169
πορνεύσαντες,having committed sexual immorality,V-APA-NMP,G4203,Revelation 18,77170
στρηνιάσαντες,having lived luxuriously,V-APA-NMP,G4763,Revelation 18,77171
ὅταν,when,Conj,G3752,Revelation 18,77172
βλέπωσιν,they see,V-PSA-3P,G991,Revelation 18,77173
τὸν,the,Art-AMS,G3588,Revelation 18,77174
καπνὸν,smoke,N-AMS,G2586,Revelation 18,77175
πυρώσεως,burning,N-GFS,G4451,Revelation 18,77176
ἀπὸ,from,Prep,G575,Revelation 18,77177
μακρόθεν,afar,Adv,G3113,Revelation 18,77178
ἑστηκότες,standing,V-RPA-NMP,G2476,Revelation 18,77179
φόβον,fear,N-AMS,G5401,Revelation 18,77180
βασανισμοῦ,torment,N-GMS,G929,Revelation 18,77181
λέγοντες,saying,V-PPA-NMP,G3004,Revelation 18,77182
Οὐαὶ,Woe,I,G3759,Revelation 18,77183
οὐαί,woe,I,G3759,Revelation 18,77184
ἡ,the,Art-VFS,G3588,Revelation 18,77185
πόλις,city,N-VFS,G4172,Revelation 18,77186
μεγάλη,great,Adj-VFS,G3173,Revelation 18,77187
Βαβυλὼν,Babylon,N-VFS,G897,Revelation 18,77188
ἰσχυρά,strong,Adj-VFS,G2478,Revelation 18,77189
ὥρᾳ,hour,N-DFS,G5610,Revelation 18,77190
ἦλθεν,has come,V-AIA-3S,G2064,Revelation 18,77191
κρίσις,judgment,N-NFS,G2920,Revelation 18,77192
σου,of you,PPro-G2S,G4771,Revelation 18,77193
κλαίουσιν,weep,V-PIA-3P,G2799,Revelation 18,77194
πενθοῦσιν,mourn,V-PIA-3P,G3996,Revelation 18,77195
γόμον,cargo,N-AMS,G1117,Revelation 18,77196
αὐτῶν,of them,PPro-GM3P,G846,Revelation 18,77197
οὐδεὶς,no one,Adj-NMS,G3762,Revelation 18,77198
ἀγοράζει,buys,V-PIA-3S,G59,Revelation 18,77199
οὐκέτι,no longer,Adv,G3765,Revelation 18,77200
χρυσοῦ,of gold,N-GMS,G5557,Revelation 18,77201
ἀργύρου,of silver,N-GMS,G696,Revelation 18,77202
λίθου,of stone,N-GMS,G3037,Revelation 18,77203
τιμίου,precious,Adj-GMS,G5093,Revelation 18,77204
μαργαριτῶν,of pearls,N-GMP,G3135,Revelation 18,77205
βυσσίνου,of fine linen,Adj-GNS,G1039,Revelation 18,77206
πορφύρας,of purple,N-GFS,G4209,Revelation 18,77207
σιρικοῦ,of silk,Adj-GNS,G4596,Revelation 18,77208
κοκκίνου,of scarlet,Adj-GNS,G2847,Revelation 18,77209
πᾶν,all,Adj-ANS,G3956,Revelation 18,77210
ξύλον,wood,N-ANS,G3586,Revelation 18,77211
θύϊνον,citron,Adj-ANS,G2367,Revelation 18,77212
σκεῦος,article,N-ANS,G4632,Revelation 18,77213
ἐλεφάντινον,of ivory,Adj-ANS,G1661,Revelation 18,77214
ξύλου,wood,N-GNS,G3586,Revelation 18,77215
τιμιωτάτου,most precious,Adj-GNS-S,G5093,Revelation 18,77216
χαλκοῦ,of bronze,N-GMS,G5475,Revelation 18,77217
σιδήρου,of iron,N-GMS,G4604,Revelation 18,77218
μαρμάρου,of marble,N-GMS,G3139,Revelation 18,77219
κιννάμωμον,cinnamon,N-ANS,G2792,Revelation 18,77220
ἄμωμον,spice,N-ANS,G299,Revelation 18,77221
θυμιάματα,incense,N-ANP,G2368,Revelation 18,77222
μύρον,myrrh,N-ANS,G3464,Revelation 18,77223
λίβανον,frankincense,N-AMS,G3030,Revelation 18,77224
οἶνον,wine,N-AMS,G3631,Revelation 18,77225
ἔλαιον,oil,N-ANS,G1637,Revelation 18,77226
σεμίδαλιν,finest flour,N-AFS,G4585,Revelation 18,77227
σῖτον,wheat,N-AMS,G4621,Revelation 18,77228
κτήνη,cattle,N-ANP,G2934,Revelation 18,77229
πρόβατα,sheep,N-ANP,G4263,Revelation 18,77230
ἵππων,of horses,N-GMP,G2462,Revelation 18,77231
ῥεδῶν,of chariots,N-GFP,G4480,Revelation 18,77232
σωμάτων,of slaves,N-GNP,G4983,Revelation 18,77233
ψυχὰς,souls,N-AFP,G5590,Revelation 18,77234
ἀνθρώπων,of men,N-GMP,G444,Revelation 18,77235
ὀπώρα,ripe fruit,N-NFS,G3703,Revelation 18,77236
ἐπιθυμίας,desire,N-GFS,G1939,Revelation 18,77237
ψυχῆς,soul,N-GFS,G5590,Revelation 18,77238
ἀπῆλθεν,are departed,V-AIA-3S,G565,Revelation 18,77239
σοῦ,you,PPro-G2S,G4771,Revelation 18,77240
λιπαρὰ,sumptuous things,Adj-NNP,G3045,Revelation 18,77241
λαμπρὰ,splendid things,Adj-NNP,G2986,Revelation 18,77242
ἀπώλετο,have departed,V-AIM-3S,G622,Revelation 18,77243
αὐτὰ,them,PPro-AN3P,G846,Revelation 18,77244
εὑρήσουσιν,they will find,V-FIA-3P,G2147,Revelation 18,77245
Οἱ,The,Art-NMP,G3588,Revelation 18,77246
τούτων,of these things,DPro-GNP,G3778,Revelation 18,77247
πλουτήσαντες,having been enriched,V-APA-NMP,G4147,Revelation 18,77248
ἀπ,from,Prep,G575,Revelation 18,77249
στήσονται,will stand,V-FIM-3P,G2476,Revelation 18,77250
κλαίοντες,weeping,V-PPA-NMP,G2799,Revelation 18,77251
πενθοῦντες,mourning,V-PPA-NMP,G3996,Revelation 18,77252
περιβεβλημένη,having been clothed with,V-RPM/P-VFS,G4016,Revelation 18,77253
βύσσινον,fine linen,Adj-ANS,G1039,Revelation 18,77254
πορφυροῦν,purple,Adj-ANS,G4210,Revelation 18,77255
κόκκινον,scarlet,Adj-ANS,G2847,Revelation 18,77256
κεχρυσωμένη,having been adorned,V-RPM/P-VFS,G5558,Revelation 18,77257
χρυσίῳ,gold,N-DNS,G5553,Revelation 18,77258
λίθῳ,stone,N-DMS,G3037,Revelation 18,77259
τιμίῳ,precious,Adj-DMS,G5093,Revelation 18,77260
μαργαρίτῃ,pearl,N-DMS,G3135,Revelation 18,77261
ἠρημώθη,has been brought to desolation,V-AIP-3S,G2049,Revelation 18,77262
τοσοῦτος,such great,DPro-NMS,G5118,Revelation 18,77263
πλοῦτος,wealth,N-NMS,G4149,Revelation 18,77264
πᾶς,every,Adj-NMS,G3956,Revelation 18,77265
κυβερνήτης,shipmaster,N-NMS,G2942,Revelation 18,77266
ἐπὶ,to,Prep,G1909,Revelation 18,77267
τόπον,a place,N-AMS,G5117,Revelation 18,77268
πλέων,sailing,V-PPA-NMS,G4126,Revelation 18,77269
ναῦται,sailors,N-NMP,G3492,Revelation 18,77270
ὅσοι,as many as,RelPro-NMP,G3745,Revelation 18,77271
τὴν,the,Art-AFS,G3588,Revelation 18,77272
θάλασσαν,sea,N-AFS,G2281,Revelation 18,77273
ἐργάζονται,trade by,V-PIM/P-3P,G2038,Revelation 18,77274
ἔστησαν,stood,V-AIA-3P,G2476,Revelation 18,77275
ἔκραζον,were crying out,V-IIA-3P,G2896,Revelation 18,77276
βλέποντες,seeing,V-PPA-NMP,G991,Revelation 18,77277
Τίς,What is,IPro-NFS,G5101,Revelation 18,77278
ὁμοία,like,Adj-NFS,G3664,Revelation 18,77279
πόλει,city,N-DFS,G4172,Revelation 18,77280
μεγάλῃ,great,Adj-DFS,G3173,Revelation 18,77281
ἔβαλον,they cast,V-AIA-3P,G906,Revelation 18,77282
χοῦν,dust,N-AMS,G5522,Revelation 18,77283
τὰς,the,Art-AFP,G3588,Revelation 18,77284
κεφαλὰς,heads,N-AFP,G2776,Revelation 18,77285
πόλις,city,N-NFS,G4172,Revelation 18,77286
ᾗ,which,RelPro-DFS,G3739,Revelation 18,77287
πάντες,all,Adj-NMP,G3956,Revelation 18,77288
ἔχοντες,having,V-PPA-NMP,G2192,Revelation 18,77289
πλοῖα,ships,N-ANP,G4143,Revelation 18,77290
θαλάσσῃ,sea,N-DFS,G2281,Revelation 18,77291
τιμιότητος,wealth,N-GFS,G5094,Revelation 18,77292
Εὐφραίνου,Rejoice,V-PMM/P-2S,G2165,Revelation 18,77293
οὐρανέ,O heaven,N-VMS,G3772,Revelation 18,77294
οἱ,-,Art-VMP,G3588,Revelation 18,77295
ἅγιοι,you saints,Adj-VMP,G40,Revelation 18,77296
ἀπόστολοι,apostles,N-VMP,G652,Revelation 18,77297
προφῆται,prophets,N-VMP,G4396,Revelation 18,77298
ἔκρινεν,did judge,V-AIA-3S,G2919,Revelation 18,77299
τὸ,the,Art-ANS,G3588,Revelation 18,77300
κρίμα,judgment,N-ANS,G2917,Revelation 18,77301
ὑμῶν,for you,PPro-G2P,G4771,Revelation 18,77302
ἦρεν,took up,V-AIA-3S,G142,Revelation 18,77303
εἷς,one,Adj-NMS,G1520,Revelation 18,77304
ἄγγελος,angel,N-NMS,G32,Revelation 18,77305
λίθον,stone,N-AMS,G3037,Revelation 18,77306
μύλινον,a millstone,Adj-AMS,G3458,Revelation 18,77307
μέγαν,great,Adj-AMS,G3173,Revelation 18,77308
ἔβαλεν,cast it,V-AIA-3S,G906,Revelation 18,77309
εἰς,into,Prep,G1519,Revelation 18,77310
Οὕτως,Thus,Adv,G3779,Revelation 18,77311
ὁρμήματι,with violence,N-DNS,G3731,Revelation 18,77312
βληθήσεται,will be cast down,V-FIP-3S,G906,Revelation 18,77313
εὑρεθῇ,shall be found,V-ASP-3S,G2147,Revelation 18,77314
ἔτι,any longer,Adv,G2089,Revelation 18,77315
φωνὴ,sound,N-NFS,G5456,Revelation 18,77316
κιθαρῳδῶν,of harpists,N-GMP,G2790,Revelation 18,77317
μουσικῶν,musicians,Adj-GMP,G3451,Revelation 18,77318
αὐλητῶν,flute players,N-GMP,G834,Revelation 18,77319
σαλπιστῶν,trumpeters,N-GMP,G4538,Revelation 18,77320
ἀκουσθῇ,shall be heard,V-ASP-3S,G191,Revelation 18,77321
σοὶ,you,PPro-D2S,G4771,Revelation 18,77322
τεχνίτης,craftsmen,N-NMS,G5079,Revelation 18,77323
πάσης,of any,Adj-GFS,G3956,Revelation 18,77324
τέχνης,craft,N-GFS,G5078,Revelation 18,77325
μύλου,of a millstone,N-GMS,G3458,Revelation 18,77326
φῶς,the light,N-NNS,G5457,Revelation 18,77327
λύχνου,of lamp,N-GMS,G3088,Revelation 18,77328
φάνῃ,shall shine,V-ASA-3S,G5316,Revelation 18,77329
νυμφίου,of a bridegroom,N-GMS,G3566,Revelation 18,77330
νύμφης,a bride,N-GFS,G3565,Revelation 18,77331
ἔμποροί,merchants,N-NMP,G1713,Revelation 18,77332
ἦσαν,were,V-IIA-3P,G1510,Revelation 18,77333
μεγιστᾶνες,great ones,N-NMP,G3175,Revelation 18,77334
φαρμακείᾳ,sorcery,N-DFS,G5331,Revelation 18,77335
ἐπλανήθησαν,were deceived,V-AIP-3P,G4105,Revelation 18,77336
αἷμα,the blood,N-NNS,G129,Revelation 18,77337
προφητῶν,of prophets,N-GMP,G4396,Revelation 18,77338
ἁγίων,of saints,Adj-GMP,G40,Revelation 18,77339
εὑρέθη,was found,V-AIP-3S,G2147,Revelation 18,77340
πάντων,of all,Adj-GMP,G3956,Revelation 18,77341
τῶν,those,Art-GMP,G3588,Revelation 18,77342
ἐσφαγμένων,having been slain,V-RPM/P-GMP,G4969,Revelation 18,77343
Μετὰ,After,Prep,G3326,Revelation 19,77344
ταῦτα,these things,DPro-ANP,G3778,Revelation 19,77345
ἤκουσα,I heard,V-AIA-1S,G191,Revelation 19,77346
ὡς,something like,Adv,G5613,Revelation 19,77347
φωνὴν,a voice,N-AFS,G5456,Revelation 19,77348
μεγάλην,loud,Adj-AFS,G3173,Revelation 19,77349
ὄχλου,of a multitude,N-GMS,G3793,Revelation 19,77350
πολλοῦ,great,Adj-GMS,G4183,Revelation 19,77351
ἐν,in,Prep,G1722,Revelation 19,77352
τῷ,-,Art-DMS,G3588,Revelation 19,77353
οὐρανῷ,heaven,N-DMS,G3772,Revelation 19,77354
λεγόντων,crying out,V-PPA-GMP,G3004,Revelation 19,77355
Ἁλληλουϊά,Hallelujah,Heb,G239,Revelation 19,77356
ἡ,The,Art-NFS,G3588,Revelation 19,77357
σωτηρία,salvation,N-NFS,G4991,Revelation 19,77358
καὶ,and,Conj,G2532,Revelation 19,77359
δόξα,glory,N-NFS,G1391,Revelation 19,77360
δύναμις,power,N-NFS,G1411,Revelation 19,77361
τοῦ,to the,Art-GMS,G3588,Revelation 19,77362
Θεοῦ,God,N-GMS,G2316,Revelation 19,77363
ἡμῶν,of us,PPro-G1P,G1473,Revelation 19,77364
ὅτι,For,Conj,G3754,Revelation 19,77365
ἀληθιναὶ,TRUE,Adj-NFP,G228,Revelation 19,77366
δίκαιαι,righteous are,Adj-NFP,G1342,Revelation 19,77367
αἱ,the,Art-NFP,G3588,Revelation 19,77368
κρίσεις,judgments,N-NFP,G2920,Revelation 19,77369
αὐτοῦ,of Him,PPro-GM3S,G846,Revelation 19,77370
ἔκρινεν,He has judged,V-AIA-3S,G2919,Revelation 19,77371
τὴν,the,Art-AFS,G3588,Revelation 19,77372
πόρνην,prostitute,N-AFS,G4204,Revelation 19,77373
ἥτις,who,RelPro-NFS,G3748,Revelation 19,77374
ἔφθειρεν,had corrupted,V-IIA-3S,G5351,Revelation 19,77375
γῆν,earth,N-AFS,G1093,Revelation 19,77376
τῇ,the,Art-DFS,G3588,Revelation 19,77377
πορνείᾳ,sexual immorality,N-DFS,G4202,Revelation 19,77378
αὐτῆς,of her,PPro-GF3S,G846,Revelation 19,77379
ἐξεδίκησεν,He has avenged,V-AIA-3S,G1556,Revelation 19,77380
τὸ,the,Art-ANS,G3588,Revelation 19,77381
αἷμα,blood,N-ANS,G129,Revelation 19,77382
τῶν,of the,Art-GMP,G3588,Revelation 19,77383
δούλων,servants,N-GMP,G1401,Revelation 19,77384
ἐκ,out of,Prep,G1537,Revelation 19,77385
χειρὸς,the hand,N-GFS,G5495,Revelation 19,77386
Καὶ,And,Conj,G2532,Revelation 19,77387
δεύτερον,a second time,Adv,G1208,Revelation 19,77388
εἴρηκαν,they said,V-RIA-3P,G2046,Revelation 19,77389
ὁ,the,Art-NMS,G3588,Revelation 19,77390
καπνὸς,smoke,N-NMS,G2586,Revelation 19,77391
ἀναβαίνει,goes up,V-PIA-3S,G305,Revelation 19,77392
εἰς,to,Prep,G1519,Revelation 19,77393
τοὺς,the,Art-AMP,G3588,Revelation 19,77394
αἰῶνας,ages,N-AMP,G165,Revelation 19,77395
αἰώνων,ages,N-GMP,G165,Revelation 19,77396
ἔπεσαν,fell down,V-AIA-3P,G4098,Revelation 19,77397
οἱ,the,Art-NMP,G3588,Revelation 19,77398
πρεσβύτεροι,elders,Adj-NMP,G4245,Revelation 19,77399
εἴκοσι,twenty,Adj-NMP,G1501,Revelation 19,77400
τέσσαρες,four,Adj-NMP,G5064,Revelation 19,77401
τὰ,the,Art-NNP,G3588,Revelation 19,77402
τέσσαρα,four,Adj-NNP,G5064,Revelation 19,77403
ζῷα,living creatures,N-NNP,G2226,Revelation 19,77404
προσεκύνησαν,they worshiped,V-AIA-3P,G4352,Revelation 19,77405
Θεῷ,God,N-DMS,G2316,Revelation 19,77406
καθημένῳ,sitting,V-PPM/P-DMS,G2521,Revelation 19,77407
ἐπὶ,on,Prep,G1909,Revelation 19,77408
θρόνῳ,throne,N-DMS,G2362,Revelation 19,77409
λέγοντες,saying,V-PPA-NMP,G3004,Revelation 19,77410
Ἀμήν,Amen,Heb,G281,Revelation 19,77411
φωνὴ,a voice,N-NFS,G5456,Revelation 19,77412
ἀπὸ,from,Prep,G575,Revelation 19,77413
θρόνου,throne,N-GMS,G2362,Revelation 19,77414
ἐξῆλθεν,came forth,V-AIA-3S,G1831,Revelation 19,77415
λέγουσα,saying,V-PPA-NFS,G3004,Revelation 19,77416
Αἰνεῖτε,Praise,V-PMA-2P,G134,Revelation 19,77417
πάντες,all,Adj-VMP,G3956,Revelation 19,77418
οἱ,the,Art-VMP,G3588,Revelation 19,77419
δοῦλοι,servants,N-VMP,G1401,Revelation 19,77420
καὶ,and,Conj,G2532,Revelation 19,77421
φοβούμενοι,fearing,V-PPM/P-VMP,G5399,Revelation 19,77422
αὐτόν,Him,PPro-AM3S,G846,Revelation 19,77423
μικροὶ,small,Adj-VMP,G3398,Revelation 19,77424
μεγάλοι,great,Adj-VMP,G3173,Revelation 19,77425
ὑδάτων,of waters,N-GNP,G5204,Revelation 19,77426
πολλῶν,many,Adj-GNP,G4183,Revelation 19,77427
βροντῶν,of thunders,N-GFP,G1027,Revelation 19,77428
ἰσχυρῶν,mighty,Adj-GFP,G2478,Revelation 19,77429
ἐβασίλευσεν,has reigned,V-AIA-3S,G936,Revelation 19,77430
Κύριος,the Lord,N-NMS,G2962,Revelation 19,77431
Θεός,God,N-NMS,G2316,Revelation 19,77432
Παντοκράτωρ,Almighty,N-NMS,G3841,Revelation 19,77433
χαίρωμεν,We should rejoice,V-PSA-1P,G5463,Revelation 19,77434
ἀγαλλιῶμεν,should exult,V-PSA-1P,G21,Revelation 19,77435
δώσομεν,will give,V-FIA-1P,G1325,Revelation 19,77436
δόξαν,glory,N-AFS,G1391,Revelation 19,77437
αὐτῷ,to Him,PPro-DM3S,G846,Revelation 19,77438
ἦλθεν,has come,V-AIA-3S,G2064,Revelation 19,77439
γάμος,marriage,N-NMS,G1062,Revelation 19,77440
τοῦ,of the,Art-GNS,G3588,Revelation 19,77441
Ἀρνίου,Lamb,N-GNS,G721,Revelation 19,77442
γυνὴ,bride,N-NFS,G1135,Revelation 19,77443
ἡτοίμασεν,has made ready,V-AIA-3S,G2090,Revelation 19,77444
