Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
Ἄρσεν,male,N-ANS,G730,Matthew 19,1274
θῆλυ,female,Adj-ANS,G2338,Matthew 19,1275
κολληθήσεται,be joined with,V-FIP-3S,G2853,Matthew 19,1276
οὐκέτι,no longer,Adv,G3765,Matthew 19,1277
συνέζευξεν,united together,V-AIA-3S,G4801,Matthew 19,1278
χωριζέτω,let separate,V-PMA-3S,G5563,Matthew 19,1279
βιβλίον,a roll,N-ANS,G975,Matthew 19,1280
σκληροκαρδίαν,hardness of heart,N-AFS,G4641,Matthew 19,1281
εὐνοῦχοι,eunuchs,N-NMP,G2135,Matthew 19,1282
εὐνουχίσθησαν,were made eunuchs,V-AIP-3P,G2134,Matthew 19,1283
κωλύετε,do forbid,V-PMA-2P,G2967,Matthew 19,1284
τήρησον,keep,V-AMA-2S,G5083,Matthew 19,1285
Ποίας,Which,IPro-AFP,G4169,Matthew 19,1286
ψευδομαρτυρήσεις,shall you bear false witness,V-FIA-2S,G5576,Matthew 19,1287
νεανίσκος,young man,N-NMS,G3495,Matthew 19,1288
ἐφύλαξα,I have kept,V-AIA-1S,G5442,Matthew 19,1289
ὑστερῶ,lack I,V-PIA-1S,G5302,Matthew 19,1290
ὑπάρχοντα,possessing,V-PPA-ANP,G5225,Matthew 19,1291
δεῦρο,come,V-M-2S,G1204,Matthew 19,1292
κτήματα,possessions,N-ANP,G2933,Matthew 19,1293
πλούσιος,a rich man,Adj-NMS,G4145,Matthew 19,1294
δυσκόλως,with difficulty,Adv,G1423,Matthew 19,1295
τρυπήματος,eye,N-GNS,G5169,Matthew 19,1296
ῥαφίδος,of a needle,N-GFS,G4476,Matthew 19,1297
ἀδύνατόν,impossible,Adj-NNS,G102,Matthew 19,1298
δυνατά,possible,Adj-NNP,G1415,Matthew 19,1299
παλινγενεσίᾳ,regeneration,N-DFS,G3824,Matthew 19,1300
φυλὰς,tribes,N-AFP,G5443,Matthew 19,1301
ἑκατονταπλασίονα,a hundredfold,Adj-ANP,G1542,Matthew 19,1302
μισθώσασθαι,to hire,V-ANM,G3409,Matthew 20,1303
ἀμπελῶνα,vineyard,N-AMS,G290,Matthew 20,1304
ἕκτην,sixth,Adj-AFS,G1623,Matthew 20,1305
ἐνάτην,ninth,Adj-AFS,G1766,Matthew 20,1306
ὡσαύτως,likewise,Adv,G5615,Matthew 20,1307
ἑνδεκάτην,eleventh,Adj-AFS,G1734,Matthew 20,1308
ἐπιτρόπῳ,foreman,N-DMS,G2012,Matthew 20,1309
ἐγόγγυζον,they were grumbling,V-IIA-3P,G1111,Matthew 20,1310
ἴσους,equal,Adj-AMP,G2470,Matthew 20,1311
βάρος,burden,N-ANS,G922,Matthew 20,1312
καύσωνα,scorching heat,N-AMS,G2742,Matthew 20,1313
Ἑταῖρε,Friend,N-VMS,G2083,Matthew 20,1314
ἀδικῶ,I do wrong,V-PIA-1S,G91,Matthew 20,1315
κλητοί,called,Adj-NMP,G2822,Matthew 20,1316
ἐκλεκτοί,chosen,Adj-NMP,G1588,Matthew 20,1317
σταυρῶσαι,to crucify,V-ANA,G4717,Matthew 20,1318
εὐωνύμων,the left hand,Adj-GNP,G2176,Matthew 20,1319
δέκα,ten,Adj-NMP,G1176,Matthew 20,1320
ἠγανάκτησαν,were indignant,V-AIA-3P,G23,Matthew 20,1321
κατακυριεύουσιν,exercise lordship over,V-PIA-3P,G2634,Matthew 20,1322
κατεξουσιάζουσιν,exercise authority over,V-PIA-3P,G2715,Matthew 20,1323
διάκονος,servant,N-NMS,G1249,Matthew 20,1324
λύτρον,as a ransom,N-ANS,G3083,Matthew 20,1325
Ἰεριχὼ,Jericho,N-GFS,G2410,Matthew 20,1326
σιωπήσωσιν,they should be silent,V-ASA-3P,G4623,Matthew 20,1327
ἐφώνησεν,called,V-AIA-3S,G5455,Matthew 20,1328
ὀμμάτων,eyes,N-GNP,G3659,Matthew 20,1329
Βηθφαγὴ,Bethphage,N-AFS,G967,Matthew 21,1330
Ἐλαιῶν,of Olives,N-GFP,G1636,Matthew 21,1331
κατέναντι,in front,Prep,G2713,Matthew 21,1332
ὄνον,a donkey,N-AFS,G3688,Matthew 21,1333
πῶλον,a colt,N-AMS,G4454,Matthew 21,1334
Σιών,of Zion,N-GFS,G4622,Matthew 21,1335
ἐπιβεβηκὼς,mounted,V-RPA-NMS,G1910,Matthew 21,1336
ὑποζυγίου,of a beast of burden,N-GNS,G5268,Matthew 21,1337
καθὼς,as,Adv,G2531,Matthew 21,1338
συνέταξεν,commanded,V-AIA-3S,G4929,Matthew 21,1339
ἐπεκάθισεν,He sat,V-AIA-3S,G1940,Matthew 21,1340
ἔστρωσαν,spread,V-AIA-3P,G4766,Matthew 21,1341
Ὡσαννὰ,Hosanna,Heb,G5614,Matthew 21,1342
ὑψίστοις,highest,Adj-DNP-S,G5310,Matthew 21,1343
ἐσείσθη,was stirred,V-AIP-3S,G4579,Matthew 21,1344
κολλυβιστῶν,money changers,N-GMP,G2855,Matthew 21,1345
κατέστρεψεν,He overturned,V-AIA-3S,G2690,Matthew 21,1346
καθέδρας,seats,N-AFP,G2515,Matthew 21,1347
προσευχῆς,of prayer,N-GFS,G4335,Matthew 21,1348
Σπήλαιον,a den,N-ANS,G4693,Matthew 21,1349
λῃστῶν,of robbers,N-GMP,G3027,Matthew 21,1350
θαυμάσια,wonders,Adj-ANP,G2297,Matthew 21,1351
θηλαζόντων,sucklings,V-PPA-GMP,G2337,Matthew 21,1352
αἶνον,praise,N-AMS,G136,Matthew 21,1353
Βηθανίαν,Bethany,N-AFS,G963,Matthew 21,1354
ηὐλίσθη,He passed the night,V-AIP-3S,G835,Matthew 21,1355
ἐπανάγων,having come back,V-PPA-NMS,G1877,Matthew 21,1356
συκῆν,fig tree,N-AFS,G4808,Matthew 21,1357
φύλλα,leaves,N-ANP,G5444,Matthew 21,1358
μηκέτι,no more,Adv,G3371,Matthew 21,1359
παραχρῆμα,immediately,Adv,G3916,Matthew 21,1360
κἂν,even if,Adv,G2579,Matthew 21,1361
μεταμεληθεὶς,having repented,V-APP-NMS,G3338,Matthew 21,1362
δευτέρῳ,second,Adj-DMS,G1208,Matthew 21,1363
πόρναι,prostitutes,N-NFP,G4204,Matthew 21,1364
φραγμὸν,a fence,N-AMS,G5418,Matthew 21,1365
περιέθηκεν,placed around,V-AIA-3S,G4060,Matthew 21,1366
ὤρυξεν,dug,V-AIA-3S,G3736,Matthew 21,1367
ληνὸν,a winepress,N-AFS,G3025,Matthew 21,1368
πύργον,a tower,N-AMS,G4444,Matthew 21,1369
ἐξέδετο,rented out,V-AIM-3S,G1554,Matthew 21,1370
γεωργοῖς,to farmers,N-DMP,G1092,Matthew 21,1371
ἀπεδήμησεν,traveled abroad,V-AIA-3S,G589,Matthew 21,1372
ἔδειραν,they beat,V-AIA-3P,G1194,Matthew 21,1373
ἐλιθοβόλησαν,they stoned,V-AIA-3P,G3036,Matthew 21,1374
Ἐντραπήσονται,They will respect,V-FIP-3P,G1788,Matthew 21,1375
κληρονόμος,heir,N-NMS,G2818,Matthew 21,1376
κληρονομίαν,inheritance,N-AFS,G2817,Matthew 21,1377
Κακοὺς,The wretches,Adj-AMP,G2556,Matthew 21,1378
γραφαῖς,Scriptures,N-DFP,G1124,Matthew 21,1379
ἀπεδοκίμασαν,rejected,V-AIA-3P,G593,Matthew 21,1380
θαυμαστὴ,marvelous,Adj-NFS,G2298,Matthew 21,1381
συνθλασθήσεται,will be broken,V-FIP-3S,G4917,Matthew 21,1382
λικμήσει,it will grind to powder,V-FIA-3S,G3039,Matthew 21,1383
γάμους,a wedding feast,N-AMP,G1062,Matthew 22,1384
ἄριστόν,dinner,N-ANS,G712,Matthew 22,1385
ταῦροί,oxen,N-NMP,G5022,Matthew 22,1386
σιτιστὰ,fatlings,Adj-NNP,G4619,Matthew 22,1387
τεθυμένα,have been killed,V-RPM/P-NNP,G2380,Matthew 22,1388
ἕτοιμα,ready,Adj-NNP,G2092,Matthew 22,1389
ἀμελήσαντες,having paid no attention,V-APA-NMP,G272,Matthew 22,1390
ἐμπορίαν,business,N-AFS,G1711,Matthew 22,1391
λοιποὶ,the rest,Adj-NMP,G3062,Matthew 22,1392
ὕβρισαν,mistreated,V-AIA-3P,G5195,Matthew 22,1393
στρατεύματα,armies,N-ANP,G4753,Matthew 22,1394
φονεῖς,murderers,N-AMP,G5406,Matthew 22,1395
ἐνέπρησεν,he burned,V-AIA-3S,G1714,Matthew 22,1396
διεξόδους,thoroughfares,N-AFP,G1327,Matthew 22,1397
τε,both,Conj,G5037,Matthew 22,1398
ἐπλήσθη,became full,V-AIP-3S,G4130,Matthew 22,1399
ἐφιμώθη,he was speechless,V-AIP-3S,G5392,Matthew 22,1400
παγιδεύσωσιν,they might trap,V-ASA-3P,G3802,Matthew 22,1401
Ἡρῳδιανῶν,Herodians,N-GMP,G2265,Matthew 22,1402
ἀληθὴς,TRUE,Adj-NMS,G227,Matthew 22,1403
ἀληθείᾳ,the truth,N-DFS,G225,Matthew 22,1404
μέλει,there is care,V-PIA-3S,G3199,Matthew 22,1405
Καίσαρι,to Caesar,N-DMS,G2541,Matthew 22,1406
πονηρίαν,malice,N-AFS,G4189,Matthew 22,1407
νόμισμα,coin,N-ANS,G3546,Matthew 22,1408
εἰκὼν,likeness,N-NFS,G1504,Matthew 22,1409
ἐπιγραφή,inscription,N-NFS,G1923,Matthew 22,1410
ἀνάστασιν,a resurrection,N-AFS,G386,Matthew 22,1411
ἐπιγαμβρεύσει,will marry,V-FIA-3S,G1918,Matthew 22,1412
ὁμοίως,Likewise,Adv,G3668,Matthew 22,1413
γαμίζονται,are given in marriage,V-PIM/P-3P,G1061,Matthew 22,1414
νομικὸς,a lawyer,Adj-NMS,G3544,Matthew 22,1415
διανοίᾳ,mind,N-DFS,G1271,Matthew 22,1416
Ὑποκάτω,as a footstool,Prep,G5270,Matthew 22,1417
ἐτόλμησέν,dared,V-AIA-3S,G5111,Matthew 22,1418
δεσμεύουσιν,They tie up,V-PIA-3P,G1195,Matthew 23,1419
βαρέα,heavy,Adj-ANP,G926,Matthew 23,1420
δυσβάστακτα,hard to bear,Adj-ANP,G1419,Matthew 23,1421
ὤμους,shoulders,N-AMP,G5606,Matthew 23,1422
δακτύλῳ,finger,N-DMS,G1147,Matthew 23,1423
κινῆσαι,to move,V-ANA,G2795,Matthew 23,1424
πλατύνουσιν,They broaden,V-PIA-3P,G4115,Matthew 23,1425
φυλακτήρια,phylacteries,N-ANP,G5440,Matthew 23,1426
μεγαλύνουσιν,enlarge,V-PIA-3P,G3170,Matthew 23,1427
πρωτοκλισίαν,chief place,N-AFS,G4411,Matthew 23,1428
δείπνοις,banquets,N-DNP,G1173,Matthew 23,1429
πρωτοκαθεδρίας,first seats,N-AFP,G4410,Matthew 23,1430
ἀσπασμοὺς,greetings,N-AMP,G783,Matthew 23,1431
Ῥαββί,Rabbi,N-NMS,G4461,Matthew 23,1432
καθηγηταί,instructors,N-NMP,G2519,Matthew 23,1433
χηρῶν,of widows,Adj-GFP,G5503,Matthew 23,1434
προφάσει,as a pretext,N-DFS,G4392,Matthew 23,1435
μακρὰ,at great length,Adj-ANP,G3117,Matthew 23,1436
προσήλυτον,convert,N-AMS,G4339,Matthew 23,1437
διπλότερον,twofold more,Adj-AMS-C,G1362,Matthew 23,1438
ναῷ,temple,N-DMS,G3485,Matthew 23,1439
ἀποδεκατοῦτε,you pay tithes of,V-PIA-2P,G586,Matthew 23,1440
ἡδύοσμον,mint,N-ANS,G2238,Matthew 23,1441
ἄνηθον,dill,N-ANS,G432,Matthew 23,1442
κύμινον,cumin,N-ANS,G2951,Matthew 23,1443
διϋλίζοντες,straining out,V-PPA-VMP,G1368,Matthew 23,1444
κώνωπα,gnat,N-AMS,G2971,Matthew 23,1445
καταπίνοντες,swallowing,V-PPA-VMP,G2666,Matthew 23,1446
ἔξωθεν,outside,Adv,G1855,Matthew 23,1447
παροψίδος,dish,N-GFS,G3953,Matthew 23,1448
γέμουσιν,they are full,V-PIA-3P,G1073,Matthew 23,1449
ἁρπαγῆς,greed,N-GFS,G724,Matthew 23,1450
ἀκρασίας,self-indulgence,N-GFS,G192,Matthew 23,1451
ἐντὸς,inside,Adv,G1787,Matthew 23,1452
ἐκτὸς,outside,Adv,G1622,Matthew 23,1453
παρομοιάζετε,you are like,V-PIA-2P,G3945,Matthew 23,1454
τάφοις,tombs,N-DMP,G5028,Matthew 23,1455
κεκονιαμένοις,having been whitewashed,V-RPM/P-DMP,G2867,Matthew 23,1456
ὡραῖοι,beautiful,Adj-NMP,G5611,Matthew 23,1457
ὀστέων,of bones,N-GNP,G3747,Matthew 23,1458
ἀκαθαρσίας,impurity,N-GFS,G167,Matthew 23,1459
μεστοὶ,full,Adj-NMP,G3324,Matthew 23,1460
ὑποκρίσεως,of hypocrisy,N-GFS,G5272,Matthew 23,1461
κοινωνοὶ,partakers,N-NMP,G2844,Matthew 23,1462
μαρτυρεῖτε,you bear witness,V-PIA-2P,G3140,Matthew 23,1463
Ἅβελ,of Abel,N-GMS,G6,Matthew 23,1464
Ζαχαρίου,of Zechariah,N-GMS,G2197,Matthew 23,1465
Βαραχίου,of Berekiah,N-GMS,G914,Matthew 23,1466
Ἰερουσαλὴμ,Jerusalem,N-VFS,G2419,Matthew 23,1467
ἐπισυναγαγεῖν,have gathered together,V-ANA,G1996,Matthew 23,1468
τρόπον,way,N-AMS,G5158,Matthew 23,1469
ὄρνις,a hen,N-NFS,G3733,Matthew 23,1470
νοσσία,chicks,N-ANP,G3556,Matthew 23,1471
πτέρυγας,wings,N-AFP,G4420,Matthew 23,1472
οἰκοδομὰς,buildings,N-AFP,G3619,Matthew 24,1473
παρουσίας,coming,N-GFS,G3952,Matthew 24,1474
πολέμους,wars,N-AMP,G4171,Matthew 24,1475
θροεῖσθε,be alarmed,V-PMM/P-2P,G2360,Matthew 24,1476
λιμοὶ,famines,N-NFP,G3042,Matthew 24,1477
ὠδίνων,of birth pains,N-GFP,G5604,Matthew 24,1478
ἀλλήλους,one another,RecPro-AMP,G240,Matthew 24,1479
πληθυνθῆναι,is to be multiplied,V-ANP,G4129,Matthew 24,1480
ψυγήσεται,will grow cold,V-FIP-3S,G5594,Matthew 24,1481
ἀγάπη,love,N-NFS,G26,Matthew 24,1482
οἰκουμένῃ,earth,N-DFS,G3625,Matthew 24,1483
βδέλυγμα,abomination,N-ANS,G946,Matthew 24,1484
ἐρημώσεως,of desolation,N-GFS,G2050,Matthew 24,1485
Δανιὴλ,Daniel,N-GMS,G1158,Matthew 24,1486
φυγὴ,flight,N-NFS,G5437,Matthew 24,1487
οἵα,such as,RelPro-NFS,G3634,Matthew 24,1488
νῦν,now,Adv,G3568,Matthew 24,1489
ἐκολοβώθησαν,had been shortened,V-AIP-3P,G2856,Matthew 24,1490
ψευδόχριστοι,false Christs,N-NMP,G5580,Matthew 24,1491
τέρατα,wonders,N-ANP,G5059,Matthew 24,1492
προείρηκα,I have foretold it,V-RIA-1S,G4302,Matthew 24,1493
ἀστραπὴ,lightning,N-NFS,G796,Matthew 24,1494
ἀετοί,vultures,N-NMP,G105,Matthew 24,1495
σκοτισθήσεται,will be darkened,V-FIP-3S,G4654,Matthew 24,1496
σελήνη,moon,N-NFS,G4582,Matthew 24,1497
φέγγος,light,N-ANS,G5338,Matthew 24,1498
σάλπιγγος,a trumpet call,N-GFS,G4536,Matthew 24,1499
τεσσάρων,four,Adj-GMP,G5064,Matthew 24,1500
ἄκρων,the ends,N-GNP,G206,Matthew 24,1501
ἁπαλὸς,tender,Adj-NMS,G527,Matthew 24,1502
ἐκφύῃ,it puts forth,V-PSA-3S,G1631,Matthew 24,1503
ἐγγὺς,near is,Adv,G1451,Matthew 24,1504
θέρος,summer,N-NNS,G2330,Matthew 24,1505
Νῶε,of Noah,N-GMS,G3575,Matthew 24,1506
κατακλυσμοῦ,flood,N-GMS,G2627,Matthew 24,1507
τρώγοντες,eating,V-PPA-NMP,G5176,Matthew 24,1508
ἄχρι,until,Prep,G891,Matthew 24,1509
κιβωτόν,ark,N-AFS,G2787,Matthew 24,1510
ἀλήθουσαι,will be grinding,V-PPA-NFP,G229,Matthew 24,1511
Γρηγορεῖτε,Keep watch,V-PMA-2P,G1127,Matthew 24,1512
εἴασεν,have allowed,V-AIA-3S,G1439,Matthew 24,1513
πιστὸς,faithful,Adj-NMS,G4103,Matthew 24,1514
κατέστησεν,has set,V-AIA-3S,G2525,Matthew 24,1515
οἰκετείας,household,N-GFS,G3610,Matthew 24,1516
Χρονίζει,Delays,V-PIA-3S,G5549,Matthew 24,1517
τύπτειν,to beat,V-PNA,G5180,Matthew 24,1518
μεθυόντων,being drunkards,V-PPA-GMP,G3184,Matthew 24,1519
διχοτομήσει,will cut in pieces,V-FIA-3S,G1371,Matthew 24,1520
λαμπάδας,lamps,N-AFP,G2985,Matthew 25,1521
ἔλαιον,oil,N-ANS,G1637,Matthew 25,1522
ἐνύσταξαν,they became drowsy,V-AIA-3P,G3573,Matthew 25,1523
κραυγὴ,a cry,N-NFS,G2906,Matthew 25,1524
ἀπάντησιν,meet,N-AFS,G529,Matthew 25,1525
Μή,Lest,Adv,G3379,Matthew 25,1526
ἀρκέσῃ,it might suffice,V-ASA-3S,G714,Matthew 25,1527
ἀργύριον,money,N-ANS,G694,Matthew 25,1528
Εὖ,Well done,Adv,G2095,Matthew 25,1529
σκληρὸς,hard,Adj-NMS,G4642,Matthew 25,1530
διεσκόρπισας,you did scatter,V-AIA-2S,G1287,Matthew 25,1531
ὀκνηρέ,lazy,Adj-VMS,G3636,Matthew 25,1532
τραπεζίταις,bankers,N-DMP,G5133,Matthew 25,1533
ἐκομισάμην,would have received,V-AIM-1S,G2865,Matthew 25,1534
σὺν,with,Prep,G4862,Matthew 25,1535
τόκῳ,interest,N-DMS,G5110,Matthew 25,1536
ἀχρεῖον,worthless,Adj-AMS,G888,Matthew 25,1537
ἐρίφων,goats,N-GMP,G2056,Matthew 25,1538
ἐρίφια,the goats,N-ANP,G2055,Matthew 25,1539
ξένος,a stranger,Adj-NMS,G3581,Matthew 25,1540
γυμνὸς,naked,Adj-NMS,G1131,Matthew 25,1541
ἐπεσκέψασθέ,you visited,V-AIM-2P,G1980,Matthew 25,1542
ἀσθενὴς,sick,Adj-AMS,G772,Matthew 25,1543
κόλασιν,punishment,N-AFS,G2851,Matthew 25,1544
πάσχα,Passover,N-NNS,G3957,Matthew 26,1545
αὐλὴν,courtyard,N-AFS,G833,Matthew 26,1546
Καϊάφα,Caiaphas,N-GMS,G2533,Matthew 26,1547
συνεβουλεύσαντο,they plotted together,V-AIM-3P,G4823,Matthew 26,1548
δόλῳ,by guile,N-DMS,G1388,Matthew 26,1549
ἑορτῇ,feast,N-DFS,G1859,Matthew 26,1550
θόρυβος,a riot,N-NMS,G2351,Matthew 26,1551
ἀλάβαστρον,an alabaster flask,N-ANS,G211,Matthew 26,1552
μύρου,fragrant oil,N-GNS,G3464,Matthew 26,1553
βαρυτίμου,very costly,Adj-GNS,G927,Matthew 26,1554
κατέχεεν,poured it,V-AIA-3S,G2708,Matthew 26,1555
κόπους,trouble,N-AMP,G2873,Matthew 26,1556
παρέχετε,do you cause,V-PIA-2P,G3930,Matthew 26,1557
πάντοτε,Always,Adv,G3842,Matthew 26,1558
ἐνταφιάσαι,burial,V-ANA,G1779,Matthew 26,1559
μνημόσυνον,a memorial,N-ANS,G3422,Matthew 26,1560
εὐκαιρίαν,an opportunity,N-AFS,G2120,Matthew 26,1561
ἀζύμων,unleavened bread,Adj-GNP,G106,Matthew 26,1562
δεῖνα,certain man,N-AMS,G1170,Matthew 26,1563
ἐμβάψας,having dipped,V-APA-NMS,G1686,Matthew 26,1564
τρυβλίῳ,dish,N-DNS,G5165,Matthew 26,1565
διαθήκης,covenant,N-GFS,G1242,Matthew 26,1566
ἄφεσιν,forgiveness,N-AFS,G859,Matthew 26,1567
ἀμπέλου,vine,N-GFS,G288,Matthew 26,1568
ὑμνήσαντες,having sung a hymn,V-APA-NMP,G5214,Matthew 26,1569
Πατάξω,I will strike,V-FIA-1S,G3960,Matthew 26,1570
ποίμνης,flock,N-GFS,G4167,Matthew 26,1571
ἀλέκτορα,rooster,N-AMS,G220,Matthew 26,1572
τρὶς,three times,Adv,G5151,Matthew 26,1573
χωρίον,a place,N-ANS,G5564,Matthew 26,1574
Γεθσημανὶ,Gethsemane,N-ANS,G1068,Matthew 26,1575
αὐτοῦ,here,Adv,G847,Matthew 26,1576
ἀδημονεῖν,deeply distressed,V-PNA,G85,Matthew 26,1577
Περίλυπός,Very sorrowful,Adj-NFS,G4036,Matthew 26,1578
προελθὼν,having gone forward,V-APA-NMS,G4281,Matthew 26,1579
πρόθυμον,is willing,Adj-NNS,G4289,Matthew 26,1580
βεβαρημένοι,heavy,V-RPM/P-NMP,G916,Matthew 26,1581
λοιπὸν,later on,Adj-ANS,G3063,Matthew 26,1582
ξύλων,clubs,N-GNP,G3586,Matthew 26,1583
κατεφίλησεν,kissed,V-AIA-3S,G2705,Matthew 26,1584
πάρει,are you come,V-PIA-2S,G3918,Matthew 26,1585
ἀπέσπασεν,drew,V-AIA-3S,G645,Matthew 26,1586
ἀφεῖλεν,cut off,V-AIA-3S,G851,Matthew 26,1587
ὠτίον,ear,N-ANS,G5621,Matthew 26,1588
παραστήσει,He will furnish,V-FIA-3S,G3936,Matthew 26,1589
λεγιῶνας,legions,N-AFP,G3003,Matthew 26,1590
συλλαβεῖν,to capture,V-ANA,G4815,Matthew 26,1591
ἐκαθεζόμην,I was sitting,V-IIM/P-1S,G2516,Matthew 26,1592
μακρόθεν,afar,Adv,G3113,Matthew 26,1593
ἔσω,within,Adv,G2080,Matthew 26,1594
ψευδομαρτύρων,false witnesses,N-GMP,G5575,Matthew 26,1595
καταμαρτυροῦσιν,do witness against,V-PIA-3P,G2649,Matthew 26,1596
Ἐξορκίζω,I adjure,V-PIA-1S,G1844,Matthew 26,1597
διέρρηξεν,tears,V-AIA-3S,G1284,Matthew 26,1598
ἐνέπτυσαν,they spat,V-AIA-3P,G1716,Matthew 26,1599
ἐκολάφισαν,struck,V-AIA-3P,G2852,Matthew 26,1600
παίσας,having struck,V-APA-NMS,G3817,Matthew 26,1601
παιδίσκη,servant girl,N-NFS,G3814,Matthew 26,1602
Γαλιλαίου,Galilean,N-GMS,G1057,Matthew 26,1603
πυλῶνα,porch,N-AMS,G4440,Matthew 26,1604
λαλιά,speech,N-NFS,G2981,Matthew 26,1605
δῆλόν,away,Adj-AMS,G1212,Matthew 26,1606
καταθεματίζειν,to curse,V-PNA,G2653,Matthew 26,1607
πικρῶς,bitterly,Adv,G4090,Matthew 26,1608
Πρωΐας,Morning,N-GFS,G4405,Matthew 27,1609
Πιλάτῳ,Pilate,N-DMS,G4091,Matthew 27,1610
ἀθῷον,innocent,Adj-ANS,G121,Matthew 27,1611
ἀπήγξατο,hanged himself,V-AIM-3S,G519,Matthew 27,1612
κορβανᾶν,treasury,N-AMS,G2878,Matthew 27,1613
τιμὴ,price,N-NFS,G5092,Matthew 27,1614
κεραμέως,potter,N-GMS,G2763,Matthew 27,1615
ταφὴν,a burial place,N-AFS,G5027,Matthew 27,1616
διὸ,Therefore,Conj,G1352,Matthew 27,1617
καθὰ,as,Adv,G2505,Matthew 27,1618
εἰώθει,was accustomed,V-LIA-3S,G1486,Matthew 27,1619
δέσμιον,prisoner,N-AMS,G1198,Matthew 27,1620
ἐπίσημον,notable,Adj-AMS,G1978,Matthew 27,1621
Βαραββᾶν,Barabbas,N-AMS,G912,Matthew 27,1622
φθόνον,envy,N-AMS,G5355,Matthew 27,1623
βήματος,judgment seat,N-GNS,G968,Matthew 27,1624
ἔπεισαν,persuaded,V-AIA-3P,G3982,Matthew 27,1625
περισσῶς,all the more,Adv,G4057,Matthew 27,1626
ἀπενίψατο,he washed,V-AIM-3S,G633,Matthew 27,1627
ἀπέναντι,before,Prep,G561,Matthew 27,1628
φραγελλώσας,having flogged,V-APA-NMS,G5417,Matthew 27,1629
πραιτώριον,Praetorium,N-ANS,G4232,Matthew 27,1630
σπεῖραν,cohort,N-AFS,G4686,Matthew 27,1631
ἐκδύσαντες,having stripped,V-APA-NMP,G1562,Matthew 27,1632
χλαμύδα,a robe,N-AFS,G5511,Matthew 27,1633
κοκκίνην,scarlet,Adj-AFS,G2847,Matthew 27,1634
πλέξαντες,having twisted together,V-APA-NMP,G4120,Matthew 27,1635
στέφανον,a crown,N-AMS,G4735,Matthew 27,1636
Κυρηναῖον,of Cyrene,N-AMS,G2956,Matthew 27,1637
Γολγοθᾶ,Golgotha,N-AFS,G1115,Matthew 27,1638
κρανίου,of a Skull,N-GNS,G2898,Matthew 27,1639
χολῆς,gall,N-GFS,G5521,Matthew 27,1640
μεμιγμένον,mingled,V-RPM/P-AMS,G3396,Matthew 27,1641
διεμερίσαντο,they divided,V-AIM-3P,G1266,Matthew 27,1642
κλῆρον,lots,N-AMS,G2819,Matthew 27,1643
ἱματισμόν,clothing,N-AMS,G2441,Matthew 27,1644
